neighborhood,zipcode,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3391,Central Area,98144,9834200885,20140717T000000,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,47.571999999999996,-122.29,1340,4080
6597,Lake City,98125,2926049564,20140924T000000,360000,3,2.25,1381,1180,3.0,0,0,3,8,1381,0,2007,0,47.711000000000006,-122.32,1381,1180
6411,Lake City,98125,5101406384,20141020T000000,574500,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,1930,0,47.7014,-122.31299999999999,1220,5112
5793,Lake City,98115,3213200314,20141226T000000,874000,4,2.75,2860,6867,1.0,0,1,5,7,1560,1300,1946,0,47.6723,-122.26299999999999,2290,5350
4309,Ballard,98117,2117700085,20140730T000000,375950,3,1.75,1480,7560,1.0,0,0,3,6,1100,380,1920,1985,47.6985,-122.36399999999999,1510,7250
1206,West Seattle,98116,8149600065,20150401T000000,844000,4,3.5,3350,6350,2.0,0,2,3,8,2610,740,2009,0,47.5602,-122.39,1820,6350
3205,Central Area,98122,1186000035,20140512T000000,770000,3,1.75,1720,5000,1.0,0,0,3,9,1720,0,1954,2014,47.6157,-122.29,2120,4188
685,Capitol Hill,98112,3592500985,20150504T000000,880000,4,2.5,2350,4675,2.0,0,0,3,9,2150,200,1923,0,47.6344,-122.305,2240,3848
6766,Delridge,98106,3438501662,20140818T000000,270000,3,1.0,1500,5605,1.0,0,0,5,6,750,750,1942,0,47.5456,-122.359,1050,9100
7023,Magnolia,98199,1376800025,20140908T000000,834500,3,2.25,2780,6000,1.0,0,3,4,9,1670,1110,1948,0,47.6442,-122.406,2780,6000
1079,West Seattle,98116,324000370,20140721T000000,502000,3,1.0,1710,5000,1.0,0,0,5,7,1140,570,1921,0,47.5719,-122.385,1670,4000
1544,West Seattle,98126,3278611600,20140714T000000,379900,3,2.5,1800,2791,2.0,0,0,3,8,1800,0,2011,0,47.5442,-122.37100000000001,1580,2617
4273,Ballard,98117,3693900885,20141202T000000,1020000,6,2.25,2550,5000,2.0,0,0,4,7,2550,0,1907,0,47.6785,-122.396,1480,5000
1993,West Seattle,98146,7520000695,20150421T000000,251000,3,1.0,840,4495,1.0,0,0,3,6,840,0,1921,0,47.496,-122.34899999999999,1260,7434
5200,Northgate,98133,6300000693,20141202T000000,233000,2,2.25,850,1656,2.0,0,0,3,8,850,0,2001,0,47.7064,-122.344,850,1312
6244,Lake City,98125,8902500118,20140812T000000,326000,3,2.5,1782,1577,3.0,0,0,3,7,1782,0,2000,0,47.7114,-122.301,1550,1744
2331,Seward Park,98118,1109000390,20150310T000000,420000,3,1.5,2390,4600,2.0,0,0,3,8,1750,640,1920,1995,47.5383,-122.26799999999999,1690,5220
67,Downtown,98102,6861700156,20141027T000000,1045000,4,2.25,2630,4000,2.0,0,0,5,9,1810,820,1909,0,47.6393,-122.31700000000001,2370,4700
4708,Northgate,98103,9178601660,20150514T000000,1695000,5,3.0,3320,5354,2.0,0,0,3,9,3320,0,2004,0,47.6542,-122.331,2330,4040
2389,Seward Park,98118,8121100265,20140521T000000,635000,4,2.25,2750,6180,1.0,0,0,4,8,1500,1250,1948,0,47.5691,-122.28399999999999,1740,6180
2545,Seward Park,98118,3336001515,20150511T000000,426250,4,1.0,1610,6000,1.5,0,0,4,7,1510,100,1905,0,47.5261,-122.266,1430,6000
7033,Magnolia,98199,871001735,20140911T000000,650000,4,2.25,1910,5120,1.0,0,0,3,8,1300,610,1954,0,47.6534,-122.40899999999999,1810,5153
6723,Delridge,98106,3438503045,20150120T000000,165000,2,1.0,780,6380,1.0,0,0,3,6,780,0,1947,0,47.5423,-122.351,1270,6960
4397,Ballard,98117,7519000225,20141030T000000,465000,3,1.0,1580,3774,1.5,0,0,3,6,1580,0,1900,0,47.6839,-122.361,1580,3860
4970,Northgate,98103,6046401300,20140609T000000,428000,3,2.0,1310,2550,1.0,0,0,3,7,780,530,1986,0,47.6911,-122.35,1460,5100
6047,Lake City,98115,8641500345,20141219T000000,396900,3,2.0,1360,3120,2.0,0,0,3,7,1360,0,1989,0,47.6943,-122.307,1360,3120
2597,Seward Park,98118,7129302800,20141212T000000,420000,3,1.5,1780,5000,1.0,0,4,4,7,1030,750,1958,0,47.5168,-122.256,1780,7500
1297,West Seattle,98126,9358002305,20150313T000000,430000,2,1.0,950,6426,1.0,0,0,3,7,950,0,1949,0,47.5653,-122.37,1360,2550
7065,Magnolia,98199,5039300305,20141107T000000,450000,3,2.5,1990,3478,2.0,0,0,3,10,1520,470,1990,0,47.6361,-122.399,1710,6157
179,Cascade,98109,2652501470,20140521T000000,1220000,4,2.5,3240,3600,2.0,0,0,3,9,2060,1180,2008,0,47.6405,-122.35600000000001,1820,3600
4478,Ballard,98117,6638900265,20140925T000000,812000,4,2.5,2270,5000,2.0,0,0,3,9,2270,0,2014,0,47.6916,-122.37,1210,5000
4009,Ballard,98117,1862400132,20140916T000000,379000,2,1.0,930,5400,1.0,0,0,3,7,930,0,1952,0,47.6971,-122.37200000000001,1050,5400
3473,Central Area,98144,567000660,20141204T000000,425000,4,2.0,1490,5300,1.0,0,0,3,7,1110,380,1977,0,47.5949,-122.296,1330,1499
1773,West Seattle,98136,3013300660,20141028T000000,550000,3,2.25,2090,8095,2.0,0,2,3,10,2090,0,1988,0,47.5287,-122.385,1940,5635
6401,Lake City,98125,8820903555,20150105T000000,467500,3,1.0,1830,6453,1.0,0,0,4,7,1830,0,1956,0,47.7139,-122.288,1670,8012
4556,Northgate,98103,6431500140,20141217T000000,880000,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,2014,0,47.6935,-122.352,1630,7995
7075,Magnolia,98199,1370801520,20140527T000000,1655000,4,3.5,3080,4815,2.0,0,3,3,10,2300,780,1937,2009,47.6417,-122.411,2910,5350
929,West Seattle,98116,952005224,20141105T000000,409000,2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,47.5631,-122.381,1190,5175
6206,Lake City,98115,2754700035,20141125T000000,925000,5,3.5,3420,4216,2.0,0,0,3,9,2520,900,2008,0,47.6799,-122.304,1420,4500
1736,West Seattle,98136,9238901020,20140916T000000,289000,2,1.0,780,4132,1.0,0,0,3,7,780,0,1942,0,47.5324,-122.387,1100,5100
3405,Central Area,98144,6738700320,20150414T000000,1249000,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,1912,0,47.5846,-122.29,2840,4000
2407,Seward Park,98118,2724049076,20140822T000000,470000,4,1.0,2590,18224,1.5,0,0,4,7,2000,590,1911,0,47.5318,-122.286,1800,7080
5557,Northgate,98133,3645100280,20140613T000000,385000,3,2.25,1920,4833,1.0,0,0,4,7,1060,860,1921,0,47.7067,-122.352,1580,5134
3878,Ballard,98107,1982200480,20150402T000000,724950,4,2.5,2860,3638,1.5,0,2,5,7,1720,1140,1924,0,47.6631,-122.361,1760,3880
5583,Northgate,98133,6145601745,20150414T000000,220000,2,1.0,890,4804,1.0,0,0,4,7,890,0,1928,0,47.7027,-122.346,1010,3844
6875,Delridge,98106,3438501450,20150507T000000,382000,2,1.0,870,10492,1.0,0,0,3,7,870,0,1937,0,47.5467,-122.365,1300,7987
5372,Northgate,98133,3918400013,20140701T000000,337000,3,2.25,1460,941,3.0,0,0,3,8,1460,0,2006,0,47.7145,-122.35600000000001,1490,1399
6622,Lake City,98125,8822900122,20150512T000000,325000,3,2.25,1330,969,3.0,0,0,3,7,1330,0,2007,0,47.7177,-122.292,1310,1941
4428,Ballard,98117,2856100250,20141106T000000,735000,4,2.5,2470,2550,3.0,0,0,3,8,2470,0,2004,0,47.6765,-122.389,1270,3060
3514,Central Area,98144,3083000910,20140708T000000,410000,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,1920,0,47.5752,-122.304,1620,4000
3724,Ballard,98107,1324300398,20150409T000000,560000,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,47.655,-122.359,1420,5000
3581,Central Area,98144,5700003221,20141210T000000,1075000,4,2.75,2990,7389,1.5,0,0,4,8,2090,900,1923,0,47.5711,-122.28399999999999,2510,6157
5777,Lake City,98115,8024201503,20140716T000000,475000,2,1.75,1710,8645,1.0,0,0,4,7,1510,200,1923,0,47.7005,-122.31299999999999,1280,5366
2608,Seward Park,98118,7129304200,20141222T000000,200000,2,1.0,920,5250,1.0,0,0,4,6,920,0,1906,0,47.5177,-122.266,1210,5250
21,Downtown,98102,6848200018,20140528T000000,840000,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1906,2014,47.6245,-122.32700000000001,1260,2178
3677,Central Area,98144,635000009,20141112T000000,1050000,2,2.5,2350,2390,3.0,0,2,3,10,2000,350,2007,0,47.5999,-122.286,1950,2390
1534,West Seattle,98126,9297300590,20141103T000000,435000,4,1.75,2290,4400,1.0,0,3,3,7,1290,1000,1959,0,47.5698,-122.375,1820,4000
4727,Northgate,98103,6813600415,20140508T000000,515000,2,1.0,1060,4960,1.0,0,0,3,7,1060,0,1926,0,47.6896,-122.331,1420,4960
1652,West Seattle,98136,34000005,20140618T000000,343566,2,1.0,1100,4200,1.0,0,0,3,7,1100,0,1954,0,47.5312,-122.39200000000001,1240,4000
6805,Delridge,98106,7604400150,20150423T000000,329900,3,2.0,1380,5198,1.0,0,0,4,7,1380,0,1982,0,47.5514,-122.35700000000001,1320,6827
913,West Seattle,98116,194000505,20140904T000000,651000,3,2.0,1940,6440,1.0,0,2,5,7,970,970,1940,0,47.5664,-122.389,1730,4640
214,Queen Anne,98119,1794500383,20140626T000000,937000,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,47.6386,-122.36,1760,3573
3081,Rainier Valley,98178,1123049232,20140606T000000,279000,5,2.5,2690,5557,2.0,0,0,3,7,2690,0,2012,0,47.4914,-122.25299999999999,2090,10500
1819,West Seattle,98136,3524039228,20140723T000000,394000,3,2.0,1160,3441,1.0,0,0,4,6,580,580,1930,0,47.5314,-122.39200000000001,1160,4000
4432,Ballard,98117,2356800020,20140929T000000,416000,2,1.0,880,6650,1.0,0,0,5,6,880,0,1918,0,47.6914,-122.37200000000001,1250,6650
1599,West Seattle,98136,3013301525,20141013T000000,453500,2,1.5,1710,4189,1.0,0,1,5,7,1160,550,1951,0,47.5286,-122.383,1530,5608
6243,Lake City,98125,5418200295,20150309T000000,549500,3,1.75,1620,8438,1.0,0,0,4,8,1620,0,1961,0,47.703,-122.281,2040,9450
2900,Rainier Valley,98178,4058801310,20141009T000000,287000,2,1.0,930,6900,1.0,0,2,3,7,930,0,1952,0,47.506,-122.242,1910,7194
4687,Northgate,98103,2264500425,20140620T000000,640000,2,1.75,1760,4400,1.0,0,0,4,7,880,880,1930,0,47.65,-122.34,1330,4180
5073,Northgate,98103,4310702837,20141201T000000,375000,3,3.25,1370,1227,3.0,0,0,3,8,1370,0,2007,0,47.6964,-122.34100000000001,1370,1236
2932,Rainier Valley,98178,7812800515,20141025T000000,159075,4,1.5,1580,6200,1.0,0,0,3,6,790,790,1944,0,47.4971,-122.24,1320,6499
3530,Central Area,98144,597000566,20150428T000000,335000,3,2.0,1340,1951,1.0,0,0,3,6,670,670,1915,0,47.5763,-122.309,1520,2248
3774,Ballard,98107,1324300290,20141226T000000,485000,3,2.75,1670,3330,1.5,0,0,4,7,1670,0,1925,0,47.6551,-122.36,1370,5000
2981,Rainier Valley,98178,7689600360,20140613T000000,215000,2,1.0,710,7200,1.0,0,0,3,6,710,0,1943,0,47.4903,-122.245,960,7200
4053,Ballard,98117,486000565,20140515T000000,840000,4,1.75,2930,11562,1.0,0,3,3,9,1670,1260,1947,0,47.6765,-122.404,2530,6517
5495,Northgate,98133,6300500515,20140818T000000,350000,3,1.0,1020,4980,1.0,0,0,4,7,850,170,1941,0,47.7039,-122.34,970,4980
5918,Lake City,98115,9214400125,20140701T000000,590000,3,2.0,1410,6413,1.0,0,0,4,7,910,500,1947,0,47.6826,-122.29799999999999,1330,6050
6278,Lake City,98125,6161000015,20140515T000000,349950,3,1.0,1400,7066,1.0,0,0,3,8,1400,0,1957,0,47.7127,-122.325,1400,7320
197,Cascade,98109,809002290,20140519T000000,1190000,4,3.0,2240,6000,1.5,0,0,4,8,1270,970,1914,0,47.6369,-122.35,2240,4250
5874,Lake City,98115,5101404444,20150414T000000,564000,5,2.25,2140,8700,1.0,0,2,3,8,1220,920,1962,0,47.6969,-122.31,1720,6670
6573,Lake City,98125,8820902350,20141203T000000,810000,4,3.5,3470,7396,2.0,0,3,3,8,2520,950,1979,0,47.7146,-122.279,2360,10541
910,West Seattle,98116,6379500159,20140911T000000,400000,3,2.25,1190,1149,2.0,0,0,3,8,1050,140,2008,0,47.5818,-122.387,1210,1316
6871,Delridge,98106,2114700460,20140818T000000,249000,3,1.5,1070,5150,1.0,0,0,4,6,1070,0,1940,0,47.5335,-122.34899999999999,1020,4800
5064,Northgate,98103,9523100730,20140523T000000,580000,3,2.5,1620,1173,3.0,0,4,3,8,1470,150,2008,0,47.6681,-122.355,1620,1505
68,Downtown,98102,6003500995,20140617T000000,729000,3,1.0,1580,3840,2.0,0,0,3,8,1580,0,1908,0,47.6192,-122.319,1680,2624
2963,Rainier Valley,98178,3348401382,20150210T000000,318000,3,2.25,1690,12662,1.0,0,0,5,7,1090,600,1982,0,47.4972,-122.264,1950,9642
4674,Northgate,98103,8129700255,20150213T000000,798750,2,2.25,2160,2578,3.0,0,0,3,8,2160,0,2005,0,47.6607,-122.354,1800,2142
2241,Beacon Hill,98108,7549801565,20141219T000000,311000,3,2.0,1190,7840,1.5,0,0,4,6,1190,0,1918,0,47.5531,-122.31200000000001,1460,3240
5637,Lake City,98115,9547205180,20140613T000000,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,47.6827,-122.31,1590,3264
2356,Seward Park,98118,1705400055,20140719T000000,519000,4,1.0,1640,6305,1.5,0,0,5,6,1640,0,1907,0,47.5563,-122.28,1590,4816
799,Capitol Hill,98112,8805900065,20141112T000000,1160000,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,47.6439,-122.302,1920,4000
4402,Ballard,98117,9268200050,20140814T000000,449950,3,1.75,1470,7590,1.0,0,0,3,7,1470,0,1988,0,47.6964,-122.36200000000001,1700,5080
5350,Northgate,98133,2291400236,20140612T000000,363000,3,3.25,1651,1779,2.0,0,0,3,8,1341,310,2008,0,47.7076,-122.346,1650,2908
4789,Northgate,98103,91000320,20140923T000000,393000,2,1.0,980,3350,1.0,0,0,4,7,980,0,1925,0,47.6858,-122.352,1260,4000
7139,Magnolia,98199,871000515,20141205T000000,567500,2,1.5,1350,4592,1.0,0,0,3,7,1070,280,1939,0,47.6511,-122.405,1610,5102
222,Queen Anne,98119,2770604942,20141230T000000,609850,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,0,47.6544,-122.37299999999999,1910,1879
1014,West Seattle,98116,6373000130,20141201T000000,555000,4,2.25,1720,2300,1.0,0,0,3,7,860,860,1940,2014,47.5762,-122.412,1720,4680
4327,Ballard,98117,3693900155,20140905T000000,950000,6,1.0,2330,5000,1.5,0,0,4,7,2330,0,1920,0,47.6789,-122.397,1570,5000
5800,Lake City,98115,9547201850,20140723T000000,420000,2,1.75,1060,4182,2.0,0,0,3,7,1060,0,1977,0,47.6787,-122.30799999999999,1760,4590
5799,Lake City,98115,5100403952,20150225T000000,440000,2,1.0,1090,4128,1.0,0,0,3,7,1090,0,1948,0,47.696000000000005,-122.314,1090,5413
4728,Northgate,98103,7834800225,20140820T000000,875000,3,2.0,2010,4000,1.0,0,0,5,7,1210,800,1915,0,47.6638,-122.329,1770,4000
6024,Lake City,98115,3213200180,20150505T000000,700180,2,1.75,1530,4387,1.0,0,0,3,8,1020,510,1952,0,47.6726,-122.264,1870,5029
4245,Ballard,98117,6638900550,20150407T000000,396000,1,1.0,630,5150,1.0,0,0,4,5,630,0,1954,0,47.6923,-122.369,1390,5150
4550,Northgate,98103,2877103726,20140722T000000,791500,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,0,47.6794,-122.35700000000001,1820,3750
5562,Northgate,98133,641900050,20150206T000000,499950,4,2.25,2160,8817,1.0,0,0,3,7,1460,700,1965,0,47.7595,-122.35600000000001,1880,8817
5886,Lake City,98115,5207200360,20140903T000000,420000,2,1.0,930,5368,1.0,0,0,4,7,930,0,1953,0,47.6952,-122.275,1770,6000
1328,West Seattle,98126,9284801435,20141203T000000,471000,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,1962,0,47.5521,-122.37299999999999,1860,5750
6452,Lake City,98125,3834000004,20150302T000000,350000,2,1.5,1150,7552,1.0,0,1,3,7,1150,0,1944,0,47.7298,-122.286,1910,8145
3408,Central Area,98144,3253500030,20140725T000000,583000,4,2.75,2200,9453,1.0,0,0,5,8,1100,1100,1955,0,47.5744,-122.305,1390,5355
1163,West Seattle,98116,148000035,20140602T000000,544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,47.5768,-122.40299999999999,1960,6047
4224,Ballard,98117,4443800385,20150506T000000,778100,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1949,0,47.6842,-122.39299999999999,1310,4080
3985,Ballard,98107,2767604724,20141015T000000,505000,2,2.5,1430,1201,3.0,0,0,3,8,1430,0,2009,0,47.6707,-122.381,1430,1249
6414,Lake City,98125,2568300045,20140625T000000,305000,6,2.0,1900,8240,1.0,0,0,2,7,1200,700,1964,0,47.7037,-122.296,1900,8240
2505,Seward Park,98118,3445400120,20140725T000000,267500,3,1.5,1390,2153,2.0,0,0,3,7,1390,0,2001,0,47.5506,-122.29,1100,2617
4744,Northgate,98103,510002506,20140825T000000,459500,2,1.5,1170,1079,3.0,0,0,3,7,1170,0,2003,0,47.6607,-122.333,1170,1116
3554,Central Area,98144,3644100030,20150209T000000,432500,4,1.75,1500,1856,1.0,0,0,5,7,750,750,1901,0,47.5917,-122.296,1220,1739
4767,Northgate,98103,8129700644,20140703T000000,715000,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,47.6598,-122.355,2080,2250
2497,Seward Park,98118,3904100220,20141209T000000,276000,2,2.0,1480,6075,1.0,0,0,5,7,740,740,1919,0,47.5317,-122.27600000000001,1230,6053
5440,Northgate,98133,6450301530,20141016T000000,381800,4,2.0,1530,5250,1.0,0,0,3,7,1110,420,1981,0,47.7336,-122.339,1100,5250
181,Cascade,98109,809002705,20140710T000000,797000,3,2.5,1370,1911,2.0,0,0,3,9,1370,0,1907,2011,47.6375,-122.354,1630,2090
3026,Rainier Valley,98178,7657600005,20141031T000000,249950,5,2.0,1730,7375,1.0,0,0,4,6,1730,0,1944,0,47.4953,-122.238,1550,7125
5548,Northgate,98133,7772000010,20150309T000000,352500,4,2.0,1970,7451,1.0,0,0,3,8,1350,620,1962,0,47.765,-122.335,1980,7510
1748,West Seattle,98136,7935000595,20141008T000000,939000,3,3.5,2450,9248,2.0,0,4,3,8,1960,490,1933,1993,47.5476,-122.397,2620,10207
6451,Lake City,98125,9421500160,20150303T000000,495000,4,1.5,1810,7998,1.0,0,0,3,8,1210,600,1960,0,47.726000000000006,-122.29700000000001,1830,7763
2429,Seward Park,98118,4154300275,20150115T000000,245000,2,1.0,990,4800,1.0,0,0,3,6,990,0,1908,0,47.5615,-122.28,1700,5400
1794,West Seattle,98136,2485000076,20150122T000000,1050000,4,3.25,3680,8580,1.0,0,3,5,10,1840,1840,1959,0,47.5266,-122.387,2700,9100
6123,Lake City,98115,5100402310,20141212T000000,425000,2,1.0,1280,5026,1.0,0,2,4,8,1020,260,1951,0,47.6938,-122.31200000000001,1540,6380
5163,Northgate,98133,6145601000,20140711T000000,429950,4,1.0,1760,7216,1.0,0,0,3,7,1090,670,1947,0,47.7041,-122.355,1180,3844
2739,Seward Park,98118,4154302560,20141121T000000,550000,3,1.5,2440,7200,1.0,0,0,3,7,2440,0,1949,0,47.5604,-122.274,1920,6900
2723,Seward Park,98118,4154305575,20140903T000000,836500,3,2.5,2230,7200,3.0,0,3,3,9,2230,0,1996,0,47.558,-122.265,2230,7200
2909,Rainier Valley,98178,8069000216,20140722T000000,356200,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,47.5102,-122.241,2390,6650
7265,Magnolia,98199,2770601696,20140703T000000,439990,3,2.5,1930,1348,2.0,0,0,3,8,1300,630,2005,0,47.6513,-122.384,1630,6000
4390,Ballard,98117,1862400285,20141016T000000,375000,3,1.0,1200,5404,1.0,0,0,3,6,1200,0,1937,0,47.6969,-122.368,1200,5987
5673,Lake City,98115,5363200200,20150402T000000,932800,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,47.6919,-122.294,1670,7140
6295,Lake City,98125,3834500195,20140707T000000,527000,6,3.5,3000,8401,1.0,0,0,3,8,1500,1500,1979,0,47.7226,-122.29899999999999,1400,8403
1714,West Seattle,98136,3123800125,20141121T000000,315000,2,1.0,900,8556,1.0,0,0,3,6,760,140,1941,0,47.5148,-122.38600000000001,1500,8556
1743,West Seattle,98136,2487200775,20140512T000000,610000,4,3.0,2110,5000,1.5,0,2,4,7,1640,470,1930,0,47.5195,-122.391,1380,5000
7063,Magnolia,98199,1370801435,20141105T000000,1070000,3,1.75,2320,6090,2.0,0,3,3,8,2040,280,1939,0,47.643,-122.412,3110,7052
385,Queen Anne,98119,1861100267,20140918T000000,580000,3,2.75,1430,1521,2.0,0,0,3,9,1130,300,2009,0,47.6353,-122.37100000000001,1930,2700
3963,Ballard,98107,1225039067,20150406T000000,455000,2,2.0,1190,1303,2.0,0,0,3,8,800,390,2009,0,47.6675,-122.368,1670,2425
4898,Northgate,98103,1529300410,20150224T000000,365000,2,1.0,870,5689,1.0,0,0,4,7,870,0,1948,0,47.6988,-122.351,1100,5711
6735,Delridge,98106,7899800450,20140828T000000,107000,2,1.0,670,4720,1.0,0,0,4,6,670,0,1948,0,47.5243,-122.35799999999999,1480,4720
7059,Magnolia,98199,1377300020,20150219T000000,650000,3,1.5,2120,8448,1.0,0,0,3,7,1060,1060,1940,0,47.6438,-122.40299999999999,1620,7920
2064,West Seattle,98146,3192000080,20141029T000000,205000,3,1.0,1210,10185,1.0,0,0,3,6,1210,0,1957,0,47.4873,-122.345,1320,10245
1828,West Seattle,98136,3869900136,20141219T000000,539950,3,2.25,1670,1596,3.0,0,0,3,8,1670,0,2014,0,47.5402,-122.387,1640,1310
4277,Ballard,98117,7519000335,20141203T000000,865000,6,2.75,3500,5150,2.0,0,0,5,8,2430,1070,1909,0,47.6842,-122.363,1430,3860
6316,Lake City,98125,1787600224,20150310T000000,390000,3,2.5,1640,6991,1.0,0,0,3,7,1110,530,1967,0,47.7255,-122.32700000000001,1860,7342
4395,Ballard,98117,7457000005,20140926T000000,1220000,4,2.0,3090,8125,2.5,0,0,5,8,3090,0,1918,0,47.6851,-122.395,1560,6250
1578,West Seattle,98126,3874900085,20150227T000000,715000,4,3.25,2630,7770,2.0,0,0,3,9,2630,0,2014,0,47.5459,-122.37700000000001,1370,7770
6392,Lake City,98125,5101405340,20140821T000000,460000,2,2.5,1830,8107,1.0,0,0,5,7,930,900,1946,0,47.701,-122.305,1260,6960
4872,Northgate,98103,3797000205,20140924T000000,444000,3,2.0,1460,2610,2.0,0,0,3,8,1460,0,1987,0,47.6864,-122.345,1320,3000
5629,Northgate,98133,832700170,20150421T000000,319000,2,1.5,1090,847,3.0,0,0,3,8,1090,0,2009,0,47.7235,-122.352,1090,1118
2377,Seward Park,98118,7130300690,20141028T000000,308000,2,1.0,1080,6250,1.0,0,2,4,7,1080,0,1942,1968,47.5128,-122.251,2100,6875
3100,Central Area,98122,9828202545,20150127T000000,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,47.6163,-122.292,1940,4000
1392,West Seattle,98126,7454000990,20140924T000000,304950,2,1.0,670,6720,1.0,0,0,5,6,670,0,1942,0,47.5151,-122.37200000000001,710,6720
4591,Northgate,98103,6430500186,20141104T000000,800000,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,47.68899999999999,-122.352,1200,3876
4100,Ballard,98117,1862400518,20150304T000000,385000,3,2.0,1320,1297,3.0,0,0,3,7,1320,0,1995,0,47.6959,-122.376,1380,1503
136,Cascade,98109,5244800895,20140523T000000,595000,2,1.5,1030,4500,1.0,0,0,3,7,830,200,1924,0,47.6455,-122.352,1250,4000
1746,West Seattle,98136,7625702155,20141014T000000,561000,3,1.75,1710,5000,1.0,0,0,4,7,1360,350,1918,0,47.5492,-122.389,1490,6250
4809,Northgate,98103,9530101670,20140623T000000,525000,2,1.0,1080,3500,1.0,0,3,3,7,1080,0,1924,0,47.6667,-122.35600000000001,1790,4000
5255,Northgate,98133,4468400214,20141010T000000,318000,3,2.25,1250,1017,3.0,0,0,3,8,1250,0,2008,0,47.7099,-122.333,1250,1017
6122,Lake City,98115,6884800180,20140611T000000,619400,4,2.0,2090,3610,1.5,0,0,5,7,1790,300,1927,0,47.6881,-122.31299999999999,1660,3767
2423,Seward Park,98118,5249801720,20141113T000000,415000,3,2.5,1280,5040,2.0,0,0,4,7,1280,0,1985,0,47.5611,-122.27600000000001,1500,5040
6547,Lake City,98125,2568800290,20150218T000000,425000,3,1.0,1180,8400,1.0,0,0,3,7,1180,0,1951,0,47.7028,-122.295,1740,7020
2136,Beacon Hill,98108,3959400710,20140730T000000,447000,3,1.0,1370,6001,1.0,0,0,5,7,1230,140,1944,0,47.5646,-122.31700000000001,1370,5520
3532,Central Area,98144,5700002025,20150218T000000,665000,3,2.25,2580,6000,2.0,0,0,3,8,1780,800,1925,0,47.5778,-122.289,2300,5995
6603,Lake City,98125,5101407790,20140801T000000,375000,2,1.0,900,5413,1.0,0,0,3,7,900,0,1947,0,47.7047,-122.307,1280,6380
800,Capitol Hill,98112,1336800880,20140822T000000,1400000,4,2.25,3780,5160,2.0,0,0,4,9,2510,1270,1907,0,47.6275,-122.30799999999999,2740,5160
3373,Central Area,98122,2254501095,20141113T000000,729999,2,2.25,1630,1686,2.0,0,0,3,10,1330,300,2014,0,47.6113,-122.314,1570,2580
